id,Number of reported deaths from cholera,Cholera case fatality rate,WHO Region
2120,7,0.49,South-East Asia
2121,0,0,South-East Asia
2122,5,0.14,South-East Asia
2123,41,1.2,South-East Asia
2124,36,0.57,South-East Asia
2125,1,0.47,South-East Asia
2126,14,1.56,South-East Asia
2127,19,2.95,South-East Asia
2128,41,2.74,South-East Asia
2129,16,2.51,South-East Asia
2130,2,5.13,South-East Asia
2131,85,1.96,South-East Asia
2132,44,2.46,South-East Asia
2133,123,2.94,South-East Asia
2134,5,1.31,South-East Asia
2135,0,0,South-East Asia
2136,88,6.59,South-East Asia
2137,64,4.34,South-East Asia
2138,33,3.91,South-East Asia
2139,40,4.16,South-East Asia
2140,21,5.2,South-East Asia
2141,6,4.05,South-East Asia
2142,21,5.24,South-East Asia
2143,4,6.15,South-East Asia
2144,30,3.13,South-East Asia
2145,156,7,South-East Asia
2146,613,14.03,South-East Asia
2147,1426,13.98,South-East Asia
2148,0,0,South-East Asia
2149,2,12.5,South-East Asia
2150,0,0,Europe
2151,0,0,Europe
2152,0,0,Europe
2153,1,33.33,Europe
2154,1,2.9,Africa
2155,11,4.2,Africa
2156,4,2.41,Africa
2157,1,1.64,Africa
2158,0,0,Africa
2159,3,4.17,Africa
2160,1,0.46,Africa
2161,3,0.76,Africa
2188,0,0,Eastern Mediterranean
2189,0,0,Eastern Mediterranean
2190,0,0,Europe
2191,52,13.54,Europe
2192,2,6.67,Europe
2193,6,1.07,Europe
2194,0,0,Europe
2195,0,0,Europe
2196,8,2.73,Western Pacific
2197,0,0,Western Pacific
2198,11,2.1,Africa
2199,33,2.3,Africa
2200,9,2.9,Africa
2201,27,3.61,Africa
2202,135,2.13,Africa
2203,78,3.33,Africa
2204,23,2.1,Africa
2205,120,3.22,Africa
2206,3,1.09,Africa
2207,106,2.04,Africa
2208,98,0,Africa
2209,91,2.69,Africa
2210,129,2.95,Africa
2211,133,5.85,Africa
2212,4,1.62,Africa
2213,172,6.13,Africa
2214,228,4.4,Africa
2215,2064,4.17,Africa
2216,188,7.2,Africa
2217,40,13.75,Africa
2218,66,12.27,Africa
2219,39,5.54,Africa
2220,104,2.05,Africa
2221,28,10.04,Africa
2222,50,35.71,Africa
2223,48,25.26,Africa
2224,181,11.76,Africa
2225,60,6.38,Africa
2226,110,9.82,Africa
2227,0,0,Africa
2228,30,3.96,Africa
2229,0,0,Europe
2230,0,0,Europe
2231,0,0,Europe
2232,10,1.9,Europe
2233,20,2.46,Europe
2234,0,0,Europe
2235,,,Eastern Mediterranean
2236,0,0,Eastern Mediterranean
2237,0,0,Europe
2238,0,0,Europe
2239,0,0,Europe
2240,0,0,Europe
2241,0,0,Europe
2242,0,0,Europe
2243,0,0,Europe
2244,0,0,Europe
2245,0,0,Europe
2246,0,0,Europe
2247,0,0,Europe
2248,0,0,Europe
2249,,,Europe
2250,,,Europe
2251,0,0,Europe
2252,0,0,Europe
2253,0,0,Europe
2254,0,0,Europe
2255,0,0,Europe
2256,0,0,Europe
2257,0,0,Europe
2258,0,0,Europe
2259,0,0,Europe
2260,0,0,Europe
2261,0,0,Europe
2262,0,0,Europe
2263,0,0,Europe
2264,1,25,Europe
2265,0,0,Europe
2266,0,0,Europe
2267,0,0,Europe
2268,0,0,Europe
2269,,,Europe
2270,0,0,Europe
2271,0,0,Europe
2272,0,0,Europe
2273,0,0,Europe
2274,0,0,Europe
2275,0,0,Europe
2276,0,0,Europe
2277,0,0,Europe
2278,172,1.5,Africa
2279,144,1.2,Africa
2280,17,6.3,Africa
2281,4,1.4,Africa
2282,11,1.17,Africa
2283,59,1.32,Africa
2284,113,1.47,Africa
2285,88,3.02,Africa
2286,65,4.04,Africa
2287,254,1.78,Africa
2288,94,3.19,Africa
2289,272,2.64,Africa
2290,32,4.51,Africa
2291,297,2.49,Africa
2292,52,4,Africa
2293,156,3.36,Africa
2294,584,4.76,Africa
2295,608,4.2,Africa
2296,2231,5.54,Africa
2297,36,2.46,Africa
2298,96,3.25,Africa
2299,155,6.92,Africa
2300,74,9.34,Africa
2301,2173,11.73,Africa
2302,572,10.08,Africa
2303,81,3.63,Africa
2304,232,10.79,Africa
2305,580,11.01,Africa
2306,232,12.26,Africa
2307,215,17.47,Africa
2308,250,12.6,Africa
2309,338,13,Africa
2310,127,6.99,Africa
2311,324,7.96,Africa
2312,330,7.78,Africa
2313,587,11.3,Africa
2314,305,11.92,Africa
2315,733,11.09,Africa
2316,26,8.75,Africa
2317,6,60,Africa
2318,0,0,Americas
2319,0,0,Americas
2320,0,0,Americas
2321,0,0,Americas
2322,0,0,Americas
2323,0,0,Americas
2324,0,0,Americas
2325,0,0,Americas
2326,0,0,Americas
2327,0,0,Americas
2328,0,0,Americas
2329,0,0,Americas
2330,0,0,Americas
2331,,,Americas
2332,,,Americas
2333,,,Americas
2334,0,0,Americas
2335,0,0,Americas
2336,0,0,Americas
2337,0,0,Americas
2338,0,0,Americas
2339,0,0,Americas
2340,0,0,Americas
2341,0,0,Americas
2342,1,0.97,Americas
2343,0,0,Americas
2344,0,0,Americas
2345,0,0,Americas
2346,0,0,Americas
2347,0,0,Europe
2348,0,0,Americas
2349,0,0,Americas
2350,0,0,Americas
2351,8,2.13,Americas
2352,7,2.24,Americas
2353,59,2.31,Americas
2354,9,3.35,Americas
2355,10,2.45,Americas
2356,68,2.39,Americas
2357,2,13.33,Americas
2358,,0,Western Pacific
2359,0,0,Western Pacific
2360,1,0.21,Western Pacific
2361,0,0,Western Pacific
2362,0,0,Western Pacific
2363,0,0,Western Pacific
2364,0,0,Western Pacific
2365,1,7.69,Western Pacific
2366,0,0,Western Pacific
2367,2,0.35,Western Pacific
2368,45,0.74,Western Pacific
2369,68,1.18,Western Pacific
2370,9,0.27,Western Pacific
2371,110,2.58,Western Pacific
2372,1,1.92,Western Pacific
2373,4,1.12,Western Pacific
2374,0,0,Western Pacific
2375,7,2.04,Western Pacific
2376,5,2.31,Western Pacific
2377,8,1.52,Western Pacific
2378,9,1.79,Western Pacific
2379,0,0,Western Pacific
2380,0,0,Western Pacific
2381,0,0,Western Pacific
2382,8,5.1,Western Pacific
2383,49,5.01,Western Pacific
2384,28,7.67,Western Pacific
2385,0,0,Western Pacific
2386,0,0,Western Pacific
2387,0,0,Western Pacific
2388,0,0,Western Pacific
2389,2,1.44,Western Pacific
2390,18,1.2,Western Pacific
2391,1,0.68,Western Pacific
2392,1,0.37,Western Pacific
2393,1,1.22,Western Pacific
2394,26,1.01,Western Pacific
2395,8,0.73,Western Pacific
2396,71,0.93,Western Pacific
2397,167,2,Western Pacific
2398,29,1.67,Western Pacific
2399,872,4.32,Western Pacific
2400,3,100,Western Pacific
2401,7,100,Western Pacific
2402,6,85.71,Western Pacific
2403,21,80.77,Western Pacific
2404,4,44.44,Western Pacific
2405,164,1,Eastern Mediterranean
2406,134,0.42,Eastern Mediterranean
2407,4,1.33,Eastern Mediterranean
2408,3,5.45,Eastern Mediterranean
2409,0,0,Eastern Mediterranean
2410,20,2.78,Eastern Mediterranean
2411,45,2.3,Eastern Mediterranean
2412,12,2.9,Eastern Mediterranean
2413,0,0,Eastern Mediterranean
2414,1,16.67,Eastern Mediterranean
2415,23,10.7,Eastern Mediterranean
2416,140,13.16,Eastern Mediterranean
2417,26,13.68,Eastern Mediterranean
2418,2,1.01,Africa
2419,7,2.12,Africa
2420,62,0.91,Africa
2421,80,1.7,Africa
2422,39,1.89,Africa
2423,35,1.53,Africa
2424,183,3.41,Africa
2425,7,0.47,Africa
2426,373,3.07,Africa
2427,29,2.76,Africa
2428,12,3.54,Africa
2429,165,5.31,Africa
2430,303,6.73,Africa
2431,535,3.96,Africa
2432,0,0,Africa
2433,0,0,Africa
2434,42,1.93,Africa
2435,426,6.3,Africa
2436,913,7.83,Africa
2437,1091,8.29,Africa
2438,315,8.47,Africa
2439,44,100,Africa
2440,19,8.15,Africa
2441,131,9.34,Africa
2442,0,0,Africa
2443,17,29.82,Africa
2444,11,91.67,Africa
2445,36,13.69,Africa
2446,1,10,Africa
2447,0,0,Africa
2448,1,4.35,Africa
2449,2,0.16,Africa
2450,21,2.21,Africa
2451,2706,1.38,Africa
2452,2928,4.88,Africa
2453,4,6.15,Africa
2454,61,7.73,Africa
2455,26,5.04,Africa
2456,9,7.56,Africa
2457,35,3.47,Africa
2458,192,6.14,Africa
2459,14,2.15,Africa
2460,223,13.31,Africa
2461,385,6.83,Africa
2462,44,4.42,Africa
2463,332,6.17,Africa
2464,105,5.13,Africa
2465,,,Africa
2466,6,4.17,Africa
2467,9,6.25,Africa
2468,33,5.37,Africa
2469,0,0,Africa
2470,,,Africa
2471,0,,Europe
2472,15,,Americas
2473,0,,Western Pacific
2474,0,,Western Pacific
2475,0,,Europe
2476,0,,Europe
2477,0,,South-East Asia
2478,0,,Americas
2479,0,,Africa
2480,0,,Europe
2481,0,,Europe
2482,0,,Europe
2483,0,,Europe
2484,8,,Europe
2485,0,,Europe
2486,0,,Europe
2487,0,,Europe
2488,0,,Europe
2489,0,,Europe
2490,0,,Europe
2491,0,,Europe
2492,,0,Western Pacific
